year,season,cat_id,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2,SF6
1990,Annual,1458,Area,0,0.214785,0,0,0,0,0,0,0,0,0
1990,Annual,1459,Area,0,0.013121,0,0,0,0,0,0,0,0,0
1990,Annual,1460,Area,0,0.142785,0,0,0,0,0,0,0,0,0
1990,Annual,1461,Area,0,0.4219,0,0,0,0,0,0,0,0,0
1990,Annual,1462,Area,0,0.248971,0,0,0,0,0,0,0,0,0
1990,Annual,1463,Area,0,0.011948,0,0,0,0,0,0,0,0,0
1990,Annual,1464,Area,0,0.446915,0,0,0,0,0,0,0,0,0
1990,Annual,1465,Area,0,0.050736,0,0,0,0,0,0,0,0,0
1990,Annual,1466,Area,0,0.106132,0,0,0,0,0,0,0,0,0
1990,Annual,1467,Area,0,0.01881,0,0,0,0,0,0,0,0,0
1990,Annual,1468,Area,0,0.019091,0,0,0,0,0,0,0,0,0
1990,Annual,1469,Area,0,0.023527,0,0,0,0,0,0,0,0,0
1990,Annual,1470,Area,0,0.005731,0,0,0,0,0,0,0,0,0
1990,Annual,1471,Area,0,0.303293,0,0,0,0,0,0,0,0,0
1990,Annual,1472,Area,0,0.018939,0,0,0,0,0,0,0,0,0
